,PDF_ID,Title,Publication Year
PDF09942,53475_8458,acs_JF_jf-2010-04206c 1..10,2011
PDF09943,50228_8151,acs_JF_jf-2011-02713q 1..11,2011
PDF09944,42036_6544,acs_JF_jf-2011-02924a 1..8,2011
PDF09945,54856_8641,jf2047898 1..12,2012
PDF09946,50058_8298,jf205278v 1..9,2012
PDF09947,52906_8471,jf300825n 1..10,2012
PDF09948,45064_6947,jf3009734 1..8,2012
PDF09949,39486_6388,acs_jf_jf-2009-044217 1..7,2010
PDF09950,56314_7494,"Environmental and economic assessment of crop residue competitive utilization for biochar, briquette fuel and combined heat and power generation",2018
PDF09951,77642_11151,Biochar amendment changes jasmonic acid levels in two rice varieties and alters their resistance to herbivory,2018
PDF09952,33424_5218,b'jove-protocol-59569-transformation-of-organic-household-leftovers-into-a-peat-substitute.pdf',2020
PDF09953,33834_5466,Nitrogen retention and plant uptake on a highly weathered central Amazonian Ferralsol amended with compost and charcoal,2008
PDF09954,58197_9232,Effects of biochar compared to organic and inorganic fertilizers on soil quality and plant growth in a greenhouse experiment,2012
PDF09955,45361_7143,Short‐term effect of biochar and compost on soil fertility and water status of a Dystric Cambisol in NE Germany under field conditions,2012
PDF09956,64072_10414,"Suitability of inorganic and organic amendments for in situ immobilization of Cd, Cu, and Zn in a strongly contaminated Kastanozem of the Mashavera valley, SE Georgia. I. Effect of amendments on metal mobility and microbial activity in soil",2012
PDF09957,45539_7578,Bamboo biochar does not affect paddy soil N2O emissions or source following slurry or mineral fertilizer amendment&#x02014;a 15N tracer study,2016
PDF09958,28979_4271,"Carbon‐based stock feed additives: a research methodology that explores ecologically delivered C biosequestration, alongside live weights, feed use efficiency, soil nutrient retention, and perennial fodder plantations",2009
PDF09959,33086_5352,Stochastic state‐space temperature regulation of biochar production. Part II: Application to manure processing via pyrolysis,2011
PDF09960,34229_5576,Stochastic state‐space temperature regulation of biochar production. Part I: Theoretical development,2011
PDF09961,69991_11261,b'kalakodio2018.pdf',2018
PDF09962,14714_2490,130_18JNN02-14905.dvi,2017
PDF09963,73814_11593,EES-2018-0476-ver9-Kearns_2P 1..14,2019
PDF09964,59787_8484,SR10007 627..637,2010
PDF09965,81122_11065,"Biofiltration of methane using hybrid mixtures of biochar, lava rock and compost",2018
PDF09966,40719_4998,Role of substrate properties in the provision of multifunctional green roof ecosystem services,2017
PDF09967,81179_11245,Biochar's cost constraints are overcome in small‐scale farming on tropical soils in lower‐income countries,2020
PDF09968,38027_6190,b'leaching of saline calcareous soil under laboratory conditions.pdf',2020
PDF09969,65194_9467,"Facile synthesis of nano ZnO/ZnS modified biochar by directly pyrolyzing of zinc contaminated corn stover for Pb(II), Cu(II) and Cr(VI) removals",2018
PDF09970,57348_7699,Effects of Pseudomonas chenduensis and biochar on cadmium availability and microbial community in the paddy soil,2018
PDF09971,34331_5005,Study on the preparation and production factors of a direct lignocellulose biomass fuel cell,2018
PDF09972,21503_3102,1766.indd,2012
PDF09973,55559_7532,Adsorptive immobilization of agro-industrially produced crude laccase on various micro-biochars and degradation of diclofenac,2018
PDF09974,26845_3961,b'lu2012.pdf',2015
PDF09975,49184_8297,In-vitro evaluation of rice and wheat straw biochars’ effect on pyrazosulfuron-ethyl degradation and microbial activity in rice-planted soil,2018
PDF09976,37559_5848,b'map_21_21.pdf',2018
PDF09977,45435_7282,"b'mass balance, energy, and exergy analysis of bio-oil production by fast pyrolysis.pdf'",2012
PDF09978,54495_8086,Adsorption Behavior of Selective Recognition Functionalized Biochar to Cd(II) in Wastewater,2018
PDF09979,91501_13616,b'materials-13-00954-v2.pdf',2020
PDF09980,116851_9212,Bibliometric analysis of global research trends on microbial fuel cells using Scopus database,2018
PDF09981,54471_7567,Changes in heavy metal bioavailability and speciation from a Pb-Zn mining soil amended with biochars from co-pyrolysis of rice straw and swine manure,2018
PDF09982,31811_4831,b'method validation and dissipation behaviour of dimethyl disulphide DMDS in cucumber and soil by gas chromatography-tadem mass spectrometry.pdf',2020
PDF09983,49520_7718,b'modeling the mobility of glyphosate from two contrasting agricultural soils in laboratory column experiments.pdf',2020
PDF09984,49103_6716,Cow manure-loaded biochar changes Cd fractionation and phytotoxicity potential for wheat in a natural acidic contaminated soil,2018
PDF09985,22267_2779,"Mobility of heavy metals in sandy soil after application of composts produced from maize straw, sewage sludge and biochar_ Discussion of Gondek et al. (2018)",2018
PDF09986,58784_9373,Sustainable biochar to mitigate global climate change,2019
PDF09987,60745_8078,"Crop-season and residual effects of sequentially applied mineral enhanced biochar and N fertiliser on crop yield, soil chemistry and microbial communities",2017
PDF09988,52609_6317,Copper hexacyanoferrate nanoparticles supported on biochar for amperometric determination of isoniazid,2018
PDF09989,37677_5957,b'optimization of pyrolyzer desing to produce maximum bio-oil from saccharum ravannae L an integrated appoach using experimental data and artificial intelligence.pdf',2020
PDF09990,47395_7501,b'organic amendments application increases yield and nutrient uptake of mustard brassica juncea grown in chromium-contaminated soils.pdf',2020
PDF09991,72511_9637,Influence of spatial differentiation in impact assessment for LCA-based decision support: Implementation of biochar technology in Indonesia,2018
PDF09992,38363_6039,1481 TRE 103.1_06_1200003 39..50,2013
PDF09993,59664_10976,b'parameters affecting azoxystrobin and imidacloprid degradation in biobed substrates in the north indian tropical environment.pdf',2020
PDF09994,32473_5035,"Mechanical, electrical, and thermal properties of highly filled bamboo charcoal/ultra‐high molecular weight polyethylene composites",2018
PDF09995,64408_7292,Journals.joboptions,2011
PDF09996,34842_5508,b'performance of co-composting waste activated sludge and aged refuse.pdf',2020
PDF09997,26279_3903,untitled,2011
PDF09998,48166_7844,b'phytoextraction potential of soils highly polluted with cadmium using the cadmiun zinc hyperaccumulator sedum plumbizincicola.pdf',2020
PDF09999,45879_6950,es5043029 1..9,2015
PDF10000,41619_6562,"b'plant yield, antioxidant capacity and essential oil quality of satureja mutica supplied with cattle manure and wheat straw in different plant densities.pdf'",2020
PDF10001,31660_4603,b'pore surface fractal characterization in waste cotton-derived carbon materials.pdf',2020
PDF10002,83949_8945,Press Quality.joboptions,2018
PDF10003,34174_5479,b'preparation of rice husk-based C SiO2 composites and their performance as anode materials in lithium ion batteries.pdf',2020
PDF10004,51346_8063,b'probing the surface reactivity of pyrogenic carbonaceous material (PCM) through synthesis of PCM-Like conjugated microporous polymers.pdf',2020
PDF10005,41106_6174,b'production of bio-char from plantain fibers using an updraft biomass gasifier with retprt heating.pdf',2020
PDF10006,23646_3564,b'production of high purity Cu Microparticles and development of conductive paints using electrostatic colloid solution.pdf',2020
PDF10007,27402_4001,Microsoft Word - 38.docx,2018
PDF10008,47364_6540,Removal of hexavalent chromium in aqueous solutions using biochar: Chemical and spectroscopic investigations,2018
PDF10009,71066_10741,Enhancing the phosphorus bioavailability of thermally converted sewage sludge by phosphate-solubilising fungi,2018
PDF10010,43107_7052,b're-engineering the paddy rice drying system in the philippines for climate change adaptation.pdf',2020
PDF10011,55779_8649,"Plant response to biochar, compost, and mycorrhizal fungal amendments in post-mine sandpits: Synergism among soil amendments",2018
PDF10012,64973_9924,b'removal comparative study for Cd(II) ions from polluted solutions by adsorption and coagulation techniques using moringa oleidera seeds.pdf',2020
PDF10013,53810_6821,Removal of methylene blue from aqueous solution by modified bamboo hydrochar,2018
PDF10014,50680_6398,"Residual effects of biochar on growth, photosynthesis and cadmium uptake in rice (Oryza sativa L.) under Cd stress with different water conditions",2017
PDF10015,18747_3398,SORPTION AND DESORPTION BEHAVIORS OF METHYLENE BLUE IN SOILS AMENDED WITH RICE-STRAW-DERIVED ASH AND BIOCHAR,2012
PDF10016,71477_9283,Linking organic matter chemistry with soil aggregate stability_ Insight from 13C NMR spectroscopy,2017
PDF10017,47225_7797,00-prelim,2011
PDF10018,52401_7619,Effect of bio-char on methane generation from glucose and aqueous phase of algae liquefaction using mixed anaerobic cultures,2017
PDF10019,58757_7070,KOH-activated rice husk char via CO2 pyrolysis for phenol adsorption,2018
PDF10020,48028_7657,b'suitabillity of fecal sludge from composting tollets as feedstock for carbonization.pdf',2020
PDF10021,48449_7011,Speciation of phosphorus in plant- and manure-derived biochars and its dissolution under various aqueous conditions,2018
PDF10022,56452_8010,Hydrothermal Liquefaction Enhanced by Various Chemicals as a Means of Sustainable Dairy Manure Treatment,2018
PDF10023,75465_11820,"The Short-Term Effects of Rice Straw Biochar, Nitrogen and Phosphorus Fertilizer on Rice Yield and Soil Properties in a Cold Waterlogged Paddy Field",2018
PDF10024,89782_13972,b'technogenic metallic elements in biomass and their effects on biomass product properties.pdf',2020
PDF10025,42473_7140,Heavy metal removal with pure and biochar rice husks: modelling and optimisation using Box-Behnken design,2018
PDF10026,25825_4217,b'the effect of heavy metal (copper and cadmium) on the germination of bell pepper seeds.pdf',2020
PDF10027,58479_9209,b'thermal and catalytic cracking of toluene using char from commercial gasification systems.pdf',2020
PDF10028,36486_5789,b'torrefaction characteristics of japanese cedar sawdust with a mechanical compression in air atmosphere.pdf',2020
PDF10029,50158_7354,AMOchar: Amorphous manganese oxide coating of biochar improves its efficiency at removing metal(loid)s from aqueous solutions,2017
PDF10030,29162_4250,b'tsai2012.pdf',2012
PDF10031,15757_2224,Microsoft Word - 46.docx,2018
PDF10032,47372_7555,b'two-step gasification of biochar for hydrogen-rich gas production effect of the bioochar type and catalyst.pdf',2020
PDF10033,33114_5133,b'type and quantity of biochar influenced soil microbial activity and carbon priming effect.pdf',2020
PDF10034,36227_5379,Carbonization and combustion characteristics of palm fiber,2018
PDF10035,50102_6934,Insight into effects of electro-dewatering pretreatment on nitrous oxide emission involved in related functional genes in sewage sludge composting,2018
PDF10036,69220_9451,Effects of bamboo biochar on soybean root nodulation in multi-elements contaminated soils,2017
PDF10037,100126_16733,b'waste to carbon biocoal from elephant dung as new cooking fuel.pdf',2020
PDF10038,70853_10240,Application of Fe-Cu/Biochar System for Chlorobenzene Remediation of Groundwater in Inhomogeneous Aquifers,2017
PDF10039,88476_11571,"Activated Carbon, Biochar and Charcoal: Linkages and Synergies across Pyrogenic Carbon’s ABCs",2018
PDF10040,147490_20532,Properties of biochar,2018
PDF10041,24929_3880,"The preparation, characterization of Fe&#x0F8FF;C micro&#8208;electrolysis materials using low&#8208;cost biochar and the removal of ultra&#8208;high COD pesticide wastewater",2018
PDF10042,39836_5840,untitled,2018
PDF10043,38071_5341,untitled,2018
PDF10044,48738_6889,Effect of biochar origin and soil pH on greenhouse gas emissions from sandy and clay soils,2018
PDF10045,62824_8725,"Facilitated transport of titanium dioxide nanoparticles via hydrochars in the presence of ammonium in saturated sands: Effects of pH, ionic strength, and ionic composition",2017
PDF10046,55084_8122,Pyrolysis of human feces: Gas yield analysis and kinetic modeling,2018
PDF10047,60161_8874,Chemical structure investigation of tropical Turbinaria turbinata seaweeds and its derived carbon sorbents applied for the removal of hexavalent chromium in water,2018
PDF10048,40263_5538,"Evaluation of engineered hydrochar from KMnO4 treated bamboo residues_ Physicochemical properties, hygroscopic dynamics, and morphology",2017
PDF10049,47432_6136,Correlations and adsorption mechanisms of aromatic compounds on biochars produced from various biomass at 700&nbsp;&deg;C,2017
PDF10050,81479_10729,Biochar application influences microbial assemblage complexity and composition due to soil and bioenergy crop type interactions,2017
PDF10051,60708_7914,"DNA occurrence in organic matter fractions isolated from amended, agricultural soils",2018
PDF10052,59084_8482,Role of phosphoric acid in the bioavailability of potentially toxic elements in hydrochars produced by hydrothermal carbonisation of sewage sludge,2018
PDF10053,62687_8342,Eucalyptus sawdust derived biochar generated by combining the hydrothermal carbonization and low concentration KOH modification for hexavalent chromium removal,2017
PDF10054,63207_9052,"Sorption and desorption of anionic, cationic and zwitterionic polyfluoroalkyl substances by soil organic matter and pyrogenic carbonaceous materials",2018
PDF10055,39813_5880,Dielectric characterization of white birch–activated biochar composites: A sustainable alternative to radar-absorbing materials,2020
PDF10056,52749_7879,A sector-wide economic and environmental analysis on bioenergy production and emission consequences,2019
PDF10057,41877_6157,Effect of nitric acid oxidation on the surface of hydrochars to sorb methylene blue: An adsorption mechanism comparison,2019
